,buy/sell,time,price,stop loss,BTC_balance,USDT_balance
0,buy,2018-02-02 01:29:59.999,9341.4,False,0.010705033506754877,0
1,sell,2018-02-02 01:59:59.999,9224.52,True,0.0,98.7487956837305
2,buy,2018-02-03 01:59:59.999,8873.03,True,0.011129095211413744,0
3,sell,2018-02-03 03:29:59.999,8613.07,True,0.0,95.85567609257137
4,buy,2018-02-03 10:29:59.999,8749.0,True,0.010956186546184864,0
5,sell,2018-02-04 02:29:59.999,9137.02,False,0.0,100.10689559622203
6,buy,2018-02-05 08:29:59.999,8253.13,False,0.012129567278865357,0
7,sell,2018-02-05 08:59:59.999,8069.0,True,0.0,97.87347837316456
8,buy,2018-02-09 23:58:14.788,8558.0,True,0.011436489643978098,0
9,sell,2018-02-10 00:28:14.788,8470.0,True,0.0,96.86706728449448
10,buy,2018-02-10 06:58:14.788,8810.0,True,0.010995126820033426,0
11,sell,2018-02-10 10:58:14.788,8601.01,True,0.0,94.5691957303757
12,buy,2018-02-12 20:59:59.999,8685.24,True,0.010888495393377235,0
13,sell,2018-02-13 05:29:59.999,8687.26,False,0.0,94.59119049107032
14,buy,2018-02-14 21:29:59.999,9228.99,False,0.010249354532952178,0
15,sell,2018-02-14 21:59:59.999,9239.36,False,0.0,94.69747629757704
16,buy,2018-02-16 05:59:59.999,10104.7,False,0.009371626698227263,0
17,sell,2018-02-16 06:59:59.999,9980.0,True,0.0,93.52883444830809
18,buy,2018-02-17 12:29:59.999,10708.25,True,0.008734278191890186,0
19,sell,2018-02-17 16:29:59.999,10510.0,True,0.0,91.79726379676585
20,buy,2018-02-18 22:59:59.999,10765.49,True,0.008526993550387938,0
21,sell,2018-02-19 00:59:59.999,10570.0,True,0.0,90.13032182760051
22,buy,2018-02-19 19:29:59.999,11056.18,True,0.008152030975219335,0
23,sell,2018-02-19 19:59:59.999,10940.0,True,0.0,89.18321886889953
24,buy,2018-02-19 23:59:59.999,11098.0,True,0.00803597214533245,0
25,sell,2018-02-21 04:29:59.999,10923.02,True,0.0,87.77708446290926
26,buy,2018-02-21 10:59:59.999,11021.7,True,0.007964024103623693,0
27,sell,2018-02-21 12:29:59.999,10875.0,True,0.0,86.60876212690766
28,buy,2018-02-25 02:29:59.999,9658.97,True,0.008966666438233855,0
29,sell,2018-02-25 05:29:59.999,9520.09,True,0.0,85.36347149196574
30,buy,2018-02-26 02:29:59.999,9570.01,True,0.008919893656533874,0
31,sell,2018-02-26 07:29:59.999,9599.0,False,0.0,85.62205920906865
32,buy,2018-02-27 01:59:59.999,10324.0,False,0.008293496630091888,0
33,sell,2018-02-27 03:59:59.999,10195.0,True,0.0,84.5521981437868
34,buy,2018-02-27 22:59:59.999,10675.22,True,0.007920417391284377,0
35,sell,2018-02-28 08:59:59.999,10816.0,False,0.0,85.66723450413183
36,buy,2018-02-28 09:29:59.999,10765.0,False,0.007957940966477643,0
37,sell,2018-02-28 10:59:59.999,10525.0,True,0.0,83.7573286721772
38,buy,2018-03-01 19:59:59.999,10850.0,True,0.007719569462873474,0
39,sell,2018-03-02 09:29:59.999,11054.02,False,0.0,85.33227523399265
40,buy,2018-03-03 01:59:59.999,11039.0,False,0.007730072944468942,0
41,sell,2018-03-03 12:59:59.999,11333.0,False,0.0,87.60491667966652
42,buy,2018-03-04 03:59:59.999,11409.0,False,0.007678579777339514,0
43,sell,2018-03-04 05:29:59.999,11229.0,True,0.0,86.2227723197454
44,buy,2018-03-05 15:29:59.999,11528.98,True,0.007478785835325017,0
45,sell,2018-03-06 02:29:59.999,11264.18,True,0.0,84.24238983055135
46,buy,2018-03-07 17:29:59.999,10680.0,True,0.007887864216343759,0
47,sell,2018-03-07 18:29:59.999,10419.41,True,0.0,82.18689129441432
48,buy,2018-03-08 09:29:59.999,9921.09,True,0.008284058636139206,0
49,sell,2018-03-08 14:29:59.999,9741.0,True,0.0,80.695015174632
50,buy,2018-03-11 07:29:59.999,8735.01,True,0.009238113656954258,0
51,sell,2018-03-11 11:59:59.999,8599.99,True,0.0,79.44768506867004
52,buy,2018-03-12 15:29:59.999,9755.05,True,0.008144262209693446,0
53,sell,2018-03-12 16:29:59.999,9430.05,True,0.0,76.80079985051968
54,buy,2018-03-13 02:29:59.999,9138.88,True,0.008403743111904269,0
55,sell,2018-03-13 05:29:59.999,8981.97,True,0.0,75.48216851883078
56,buy,2018-03-13 09:59:59.999,9205.17,True,0.008199975504942416,0
57,sell,2018-03-13 12:59:59.999,8879.86,True,0.0,72.81463448731796
58,buy,2018-03-13 21:59:59.999,9069.3,True,0.008028693999241172,0
59,sell,2018-03-14 08:29:59.999,9147.0,False,0.0,73.438464011059
60,buy,2018-03-16 15:29:59.999,8496.93,False,0.00864294092231653,0
61,sell,2018-03-17 00:29:59.999,8499.98,False,0.0,73.46482498087205
62,buy,2018-03-18 08:59:59.999,7740.42,False,0.009491064435892633,0
63,sell,2018-03-18 09:59:59.999,7659.99,True,0.0,72.70145866829321
64,buy,2018-03-18 11:59:59.999,7691.0,True,0.00945279660230051,0
65,sell,2018-03-18 12:29:59.999,7600.0,True,0.0,71.84125417748388
66,buy,2018-03-20 00:29:59.999,8421.0,True,0.008531202253590294,0
67,sell,2018-03-20 04:29:59.999,8497.81,False,0.0,72.49653582258213
68,buy,2018-03-21 01:59:59.999,8909.98,False,0.008136554270894226,0
69,sell,2018-03-21 09:29:59.999,9030.0,False,0.0,73.47308506617486
70,buy,2018-03-21 14:59:59.999,9030.0,False,0.008136554270894226,0
71,sell,2018-03-21 15:29:59.999,9036.13,False,0.0,73.52296214385544
72,buy,2018-03-22 21:59:59.999,8610.99,False,0.008538270529155815,0
73,sell,2018-03-23 04:29:59.999,8416.02,True,0.0,71.85825553878593
74,buy,2018-03-24 09:59:59.999,8930.0,True,0.008046837126403798,0
