,buy/sell,time,price,stop loss,XRP_balance,USDT_balance
0,buy,2018-05-05 01:59:59.999,0.89726,False,111.4504157100506,0
1,sell,2018-05-05 09:59:59.999,0.90299,False,0.0,100.6386108820186
2,buy,2018-05-05 17:29:59.999,0.91496,False,109.9923612857596,0
3,sell,2018-05-05 23:29:59.999,0.89808,True,0.0,98.78193982351497
4,buy,2018-05-06 04:59:59.999,0.91,True,108.55158222364282,0
5,sell,2018-05-06 08:29:59.999,0.89255,True,0.0,96.8877147137124
6,buy,2018-05-07 15:29:59.999,0.82364,True,117.63357135849691,0
7,sell,2018-05-07 16:29:59.999,0.815,True,0.0,95.87136065717498
8,buy,2018-05-09 00:29:59.999,0.8075,True,118.72614322869966,0
9,sell,2018-05-09 02:29:59.999,0.80843,False,0.0,95.98177597037765
10,buy,2018-05-09 13:29:59.999,0.782,False,122.73884395188958,0
11,sell,2018-05-10 03:59:59.999,0.79594,False,0.0,97.69275545506699
12,buy,2018-05-10 17:59:59.999,0.799,False,122.26878029420148,0
13,sell,2018-05-10 20:29:59.999,0.78219,True,0.0,95.63741725832146
14,buy,2018-05-11 08:29:59.999,0.75154,True,127.25525887952932,0
15,sell,2018-05-11 09:29:59.999,0.744,True,0.0,94.67791260636982
16,buy,2018-05-12 17:29:59.999,0.68029,True,139.17287128484884,0
17,sell,2018-05-12 18:29:59.999,0.66057,True,0.0,91.93342358463259
18,buy,2018-05-13 10:59:59.999,0.68076,True,135.04527819588782,0
19,sell,2018-05-14 05:29:59.999,0.72437,False,0.0,97.82274816675525
20,buy,2018-05-14 12:59:59.999,0.71387,False,137.03159982455523,0
21,sell,2018-05-14 16:29:59.999,0.7,True,0.0,95.92211987718865
22,buy,2018-05-14 16:59:59.999,0.73197,True,131.04651813214838,0
23,sell,2018-05-15 01:59:59.999,0.72152,True,0.0,94.5526837627077
24,buy,2018-05-16 09:59:59.999,0.6763,True,139.80878864809657,0
25,sell,2018-05-16 20:29:59.999,0.67919,False,0.0,94.9567311619007
26,buy,2018-05-18 14:59:59.999,0.66875,False,141.99137370003845,0
27,sell,2018-05-18 17:29:59.999,0.6566,True,0.0,93.23153597144524
28,buy,2018-05-19 14:59:59.999,0.67996,True,137.1132654442103,0
29,sell,2018-05-20 00:29:59.999,0.6695,True,0.0,91.79733121489879
30,buy,2018-05-21 09:29:59.999,0.69733,True,131.64116159479556,0
31,sell,2018-05-21 12:29:59.999,0.69755,False,0.0,91.82629227044964
32,buy,2018-05-22 09:29:59.999,0.67135,False,136.77856895873933,0
33,sell,2018-05-22 14:59:59.999,0.664,True,0.0,90.82096978860292
34,buy,2018-05-24 07:29:59.999,0.61501,True,147.67397243720092,0
35,sell,2018-05-24 10:59:59.999,0.60408,True,0.0,89.20689326986432
36,buy,2018-05-25 09:29:59.999,0.62921,True,141.77602592117785,0
37,sell,2018-05-25 09:59:59.999,0.60901,True,0.0,86.34301754625653
38,buy,2018-05-26 06:59:59.999,0.60288,True,143.21758483654548,0
39,sell,2018-05-26 20:29:59.999,0.618,False,0.0,88.50846742898511
40,buy,2018-05-27 14:29:59.999,0.60578,False,146.10661862224754,0
41,sell,2018-05-27 14:59:59.999,0.60729,False,0.0,88.72908842310471
42,buy,2018-05-28 16:59:59.999,0.5789,False,153.2718749751334,0
43,sell,2018-05-28 20:29:59.999,0.5696,True,0.0,87.30365998583598
44,buy,2018-05-30 07:59:59.999,0.61385,True,142.22311637343972,0
45,sell,2018-05-30 09:59:59.999,0.60625,True,0.0,86.22276430139783
46,buy,2018-05-30 14:29:59.999,0.61507,True,140.18366088639965,0
47,sell,2018-05-30 17:29:59.999,0.60853,True,0.0,85.30596315920079
48,buy,2018-06-01 06:29:59.999,0.61179,True,139.43667460926264,0
49,sell,2018-06-01 16:59:59.999,0.613,False,0.0,85.474681535478
50,buy,2018-06-02 09:29:59.999,0.62445,False,136.87994480819603,0
51,sell,2018-06-02 19:59:59.999,0.64217,False,0.0,87.90019415747925
52,buy,2018-06-03 05:29:59.999,0.64598,False,136.0726247832429,0
53,sell,2018-06-03 21:29:59.999,0.66186,False,0.0,90.06102743903715
54,buy,2018-06-06 17:29:59.999,0.67294,False,133.83218034154183,0
55,sell,2018-06-06 19:29:59.999,0.66602,True,0.0,89.13490875107368
56,buy,2018-06-07 07:59:59.999,0.67799,True,131.4693561130307,0
