,buy/sell,time,price,stop loss,ADA_balance,USDT_balance
0,buy,2018-04-19 07:59:59.999,0.26817,False,372.89778871611287,0
1,sell,2018-04-19 09:29:59.999,0.2641,True,0.0,98.48230599992542
2,buy,2018-04-19 17:29:59.999,0.26874,True,366.4594254667166,0
3,sell,2018-04-20 00:59:59.999,0.269,False,0.0,98.57758545054676
4,buy,2018-04-20 04:29:59.999,0.2787,False,353.70500699873253,0
5,sell,2018-04-20 07:29:59.999,0.27203,True,0.0,96.21837305386521
6,buy,2018-04-20 12:29:59.999,0.2772,True,347.1081278999466,0
7,sell,2018-04-20 12:59:59.999,0.27738,False,0.0,96.2808525168872
8,buy,2018-04-20 13:29:59.999,0.27859,False,345.6005331020036,0
9,sell,2018-04-21 01:59:59.999,0.29795,False,0.0,102.97167883774198
10,buy,2018-04-24 17:29:59.999,0.305,False,337.61206176308843,0
11,sell,2018-04-25 00:59:59.999,0.31586,False,0.0,106.6381458284891
12,buy,2018-04-26 17:59:59.999,0.27454,False,388.42480450385773,0
13,sell,2018-04-27 08:59:59.999,0.28548,False,0.0,110.88751318976131
14,buy,2018-04-27 15:29:59.999,0.29703,False,373.32092108460864,0
15,sell,2018-04-27 22:59:59.999,0.29368,True,0.0,109.63688810412786
16,buy,2018-04-29 16:59:59.999,0.36284,True,302.16317964978464,0
17,sell,2018-04-30 00:59:59.999,0.36351,False,0.0,109.83933743449322
18,buy,2018-04-30 16:29:59.999,0.35023,False,313.62058485707456,0
19,sell,2018-04-30 22:29:59.999,0.34628,True,0.0,108.60053612430777
20,buy,2018-05-02 16:59:59.999,0.36352,True,298.74707340533604,0
21,sell,2018-05-03 09:59:59.999,0.37501,False,0.0,112.03313999773508
22,buy,2018-05-03 10:29:59.999,0.37479,False,298.92243655843293,0
23,sell,2018-05-03 11:29:59.999,0.36942,True,0.0,110.4279265134163
24,buy,2018-05-04 10:59:59.999,0.36284,True,304.3433097602698,0
25,sell,2018-05-04 11:59:59.999,0.36444,False,0.0,110.91487580903272
26,buy,2018-05-04 23:59:59.999,0.36113,False,307.13282144666107,0
27,sell,2018-05-05 16:59:59.999,0.3641,False,0.0,111.82706028872929
28,buy,2018-05-05 20:29:59.999,0.36843,False,303.5232209340425,0
29,sell,2018-05-05 21:59:59.999,0.3647,True,0.0,110.69491867464531
30,buy,2018-05-07 09:59:59.999,0.32956,True,335.88699682802917,0
31,sell,2018-05-07 10:59:59.999,0.32366,True,0.0,108.71318539335992
32,buy,2018-05-07 10:59:59.999,0.32366,True,335.88699682802917,0
33,sell,2018-05-07 17:29:59.999,0.31952,True,0.0,107.32261322649188
34,buy,2018-05-08 20:29:59.999,0.32297,True,332.2990160897046,0
35,sell,2018-05-09 03:29:59.999,0.31963,True,0.0,106.21273451275229
36,buy,2018-05-09 14:59:59.999,0.31485,True,337.34392413133963,0
