,buy/sell,time,price,stop loss,ADA_balance,USDT_balance
0,buy,2018-04-18 11:59:59.999,0.25,False,400.0,0
1,sell,2018-04-18 16:59:59.999,0.25142,False,0.0,100.56799999999998
2,buy,2018-04-19 23:59:59.999,0.26929,False,373.456125366705,0
3,sell,2018-04-21 10:59:59.999,0.29576,False,0.0,110.45338363845669
4,buy,2018-04-22 15:59:59.999,0.28837,False,383.0266103910139,0
5,sell,2018-04-23 02:59:59.999,0.2816,True,0.0,107.86029348610951
6,buy,2018-04-23 12:59:59.999,0.28594,True,377.2130289085455,0
7,sell,2018-04-23 22:59:59.999,0.28263,True,0.0,106.6117183604222
8,buy,2018-04-24 17:59:59.999,0.30812,True,346.007134754064,0
9,sell,2018-04-25 03:59:59.999,0.3026,True,0.0,104.70175897657975
10,buy,2018-04-26 12:59:59.999,0.26858,True,389.8345333851357,0
11,sell,2018-04-27 08:59:59.999,0.28548,False,0.0,111.28996259078855
12,buy,2018-04-29 23:59:59.999,0.36619,False,303.9131669100427,0
13,sell,2018-04-30 03:59:59.999,0.35858,True,0.0,108.97718339060312
14,buy,2018-05-01 15:59:59.999,0.338,True,322.41770233906243,0
15,sell,2018-05-02 03:59:59.999,0.35145,False,0.0,113.31370148706348
16,buy,2018-05-02 04:59:59.999,0.34876,False,324.9045231307016,0
17,sell,2018-05-03 10:59:59.999,0.37318,False,0.0,121.24786994191523
18,buy,2018-05-05 12:59:59.999,0.36333,False,333.7127953703664,0
19,sell,2018-05-05 13:59:59.999,0.36438,False,0.0,121.5982683770541
20,buy,2018-05-07 00:59:59.999,0.34359,False,353.9051438547516,0
21,sell,2018-05-07 03:59:59.999,0.33601,True,0.0,118.91566738663508
22,buy,2018-05-08 10:59:59.999,0.33612,True,353.78932341614626,0
23,sell,2018-05-08 12:59:59.999,0.32702,True,0.0,115.69618454354814
24,buy,2018-05-09 00:59:59.999,0.32625,True,354.62432043999434,0
25,sell,2018-05-09 02:59:59.999,0.32213,True,0.0,114.23513234333538
26,buy,2018-05-09 14:59:59.999,0.31485,True,362.82398711556414,0
27,sell,2018-05-10 08:59:59.999,0.31501,False,0.0,114.29318418127386
28,buy,2018-05-13 12:59:59.999,0.26851,False,425.65708607230215,0
29,sell,2018-05-14 06:59:59.999,0.25947,True,0.0,110.44524412318023
30,buy,2018-05-14 16:59:59.999,0.2675,True,412.87941728291673,0
31,sell,2018-05-15 01:59:59.999,0.26341,True,0.0,108.75656730649308
32,buy,2018-05-15 13:59:59.999,0.27211,True,399.6786862169456,0
33,sell,2018-05-15 16:59:59.999,0.26919,True,0.0,107.58950554273959
34,buy,2018-05-16 19:59:59.999,0.24518,True,438.81844172746383,0
35,sell,2018-05-17 12:59:59.999,0.2485,False,0.0,109.04638276927476
36,buy,2018-05-20 10:59:59.999,0.24167,False,451.2201877323406,0
37,sell,2018-05-21 16:59:59.999,0.25081,False,0.0,113.17053528514833
38,buy,2018-05-24 06:59:59.999,0.20505,False,551.9167777866293,0
39,sell,2018-05-24 10:59:59.999,0.20088,True,0.0,110.8690423217781
40,buy,2018-05-24 20:59:59.999,0.2038,True,544.009039851708,0
41,sell,2018-05-25 00:59:59.999,0.20116,True,0.0,109.43285845656959
42,buy,2018-05-30 02:59:59.999,0.20164,True,542.7140371779884,0
43,sell,2018-05-30 09:59:59.999,0.20325,False,0.0,110.30662805642613
44,buy,2018-05-30 10:59:59.999,0.2056,False,536.5108368503217,0
45,sell,2018-05-30 17:59:59.999,0.20174,True,0.0,108.23569622618389
46,buy,2018-06-02 07:59:59.999,0.21864,True,495.04068892327064,0
47,sell,2018-06-02 18:59:59.999,0.22242,False,0.0,110.10695003031385
48,buy,2018-06-03 01:59:59.999,0.22781,False,483.3279927584998,0
49,sell,2018-06-03 21:59:59.999,0.22411,True,0.0,108.3186364571074
50,buy,2018-06-05 02:59:59.999,0.21243,True,509.90272775553075,0
51,sell,2018-06-05 05:59:59.999,0.20402,True,0.0,104.03035451668339
