,buy/sell,time,price,stop loss,LTC_balance,USDT_balance
0,buy,2018-02-01 23:14:59.999,145.19,False,0.688752668916592,0
1,sell,2018-02-02 00:59:59.999,142.14,True,0.0,97.89930435980439
2,buy,2018-02-02 05:29:59.999,139.47,True,0.7019380824536057,0
3,sell,2018-02-02 05:59:59.999,137.73,True,0.0,96.6779320963351
4,buy,2018-02-03 00:14:59.999,128.22,True,0.7540004063042824,0
5,sell,2018-02-03 04:44:59.999,128.89,False,0.0,97.18311236855895
6,buy,2018-02-03 12:29:59.999,132.47,False,0.7336235552846603,0
7,sell,2018-02-04 04:14:59.999,160.46,False,0.0,117.7172356809766
8,buy,2018-02-04 04:44:59.999,164.0,False,0.7177880224449793,0
9,sell,2018-02-04 06:14:59.999,160.01,True,0.0,114.85326147142113
10,buy,2018-02-04 20:44:59.999,151.95,True,0.7558622011939529,0
11,sell,2018-02-04 21:14:59.999,149.01,True,0.0,112.63102659991091
12,buy,2018-02-05 05:59:59.999,149.65,True,0.7526296465079245,0
13,sell,2018-02-05 08:59:59.999,146.31,True,0.0,110.11724358057444
14,buy,2018-02-05 18:44:59.999,134.1,True,0.8211576702503687,0
15,sell,2018-02-05 18:59:59.999,131.78,True,0.0,108.21215778559359
16,buy,2018-02-05 19:29:59.999,131.73,True,0.821469352354009,0
17,sell,2018-02-05 19:44:59.999,128.88,True,0.0,105.87097013138467
18,buy,2018-02-06 16:44:59.999,125.75,True,0.8419162634702558,0
19,sell,2018-02-06 19:44:59.999,123.97,True,0.0,104.37235918240762
20,buy,2018-02-07 00:29:59.999,142.2,True,0.7339828353193223,0
21,sell,2018-02-07 00:44:59.999,138.5,True,0.0,101.65662269172614
22,buy,2018-02-07 08:29:59.999,136.33,True,0.7456658306442172,0
23,sell,2018-02-07 17:14:59.999,150.22,False,0.0,112.01392107937431
24,buy,2018-02-07 21:14:59.999,150.17,False,0.7459141045440123,0
25,sell,2018-02-07 21:44:59.999,148.0,True,0.0,110.39528747251381
26,buy,2018-02-10 08:29:59.999,165.59,True,0.6666784677366617,0
27,sell,2018-02-10 09:29:59.999,166.86,False,0.0,111.24196912653939
28,buy,2018-02-10 21:14:59.999,149.38,False,0.7446911844058066,0
29,sell,2018-02-10 21:29:59.999,150.0,False,0.0,111.703677660871
30,buy,2018-02-11 01:44:59.999,154.0,False,0.7253485562394221,0
31,sell,2018-02-11 02:44:59.999,150.83,True,0.0,109.40432273759204
32,buy,2018-02-11 13:44:59.999,145.87,True,0.7500124956303011,0
33,sell,2018-02-11 18:29:59.999,152.32,False,0.0,114.24190333440747
34,buy,2018-02-11 21:59:59.999,152.53,False,0.7489798946725724,0
35,sell,2018-02-12 01:29:59.999,150.88,True,0.0,113.00608650819773
36,buy,2018-02-13 01:59:59.999,161.49,True,0.6997714193336908,0
37,sell,2018-02-13 02:59:59.999,161.7,False,0.0,113.1530385062578
38,buy,2018-02-13 08:59:59.999,159.07,False,0.7113411611633734,0
39,sell,2018-02-13 09:59:59.999,157.38,True,0.0,111.95087194389171
40,buy,2018-02-13 14:14:59.999,155.6,True,0.7194786114645997,0
41,sell,2018-02-13 17:59:59.999,156.13,False,0.0,112.33219560796795
42,buy,2018-02-13 20:44:59.999,158.53,False,0.7085863597298173,0
43,sell,2018-02-14 01:14:59.999,158.97,False,0.0,112.64397360624906
44,buy,2018-02-14 02:29:59.999,159.76,False,0.7050824587271474,0
45,sell,2018-02-14 07:29:59.999,176.51,False,0.0,124.45410478992878
46,buy,2018-02-14 16:59:59.999,205.24,False,0.6063832819622333,0
47,sell,2018-02-14 19:29:59.999,202.4,True,0.0,122.73197626915604
48,buy,2018-02-14 22:14:59.999,206.22,True,0.5951506947393853,0
49,sell,2018-02-14 23:44:59.999,206.87,False,0.0,123.11882422073664
50,buy,2018-02-15 02:14:59.999,212.49,False,0.5794099685666932,0
51,sell,2018-02-15 08:14:59.999,229.33,False,0.0,132.87608809139977
52,buy,2018-02-15 08:44:59.999,233.76,False,0.5684295349563645,0
53,sell,2018-02-15 10:44:59.999,230.51,True,0.0,131.02869210279158
54,buy,2018-02-15 14:29:59.999,222.65,True,0.588496259163672,0
55,sell,2018-02-15 15:44:59.999,220.25,True,0.0,129.61630108079876
56,buy,2018-02-15 20:29:59.999,219.5,True,0.5905070664273292,0
57,sell,2018-02-15 20:44:59.999,216.83,True,0.0,128.0396472134378
58,buy,2018-02-15 20:59:59.999,219.21,True,0.5840958314558542,0
59,sell,2018-02-15 22:14:59.999,217.0,True,0.0,126.74879542592036
60,buy,2018-02-17 20:29:59.999,227.0,True,0.5583647375591205,0
61,sell,2018-02-18 02:14:59.999,228.63,False,0.0,127.65892994814172
62,buy,2018-02-18 14:44:59.999,216.88,False,0.5886155014207937,0
63,sell,2018-02-18 21:44:59.999,223.66,False,0.0,131.6497430477747
64,buy,2018-02-19 11:44:59.999,221.6,False,0.5940872881217271,0
65,sell,2018-02-19 19:44:59.999,222.71,False,0.0,132.30917993758985
66,buy,2018-02-19 22:14:59.999,224.53,False,0.5892717228770759,0
67,sell,2018-02-19 23:44:59.999,222.16,True,0.0,130.91260595437117
68,buy,2018-02-20 13:29:59.999,241.43,True,0.5422383546136402,0
69,sell,2018-02-20 15:59:59.999,241.65,False,0.0,131.03189839238615
70,buy,2018-02-20 18:44:59.999,244.07,False,0.5368619592427835,0
71,sell,2018-02-20 19:59:59.999,241.35,True,0.0,129.57163386324578
72,buy,2018-02-20 19:59:59.999,241.35,True,0.5368619592427835,0
73,sell,2018-02-20 20:14:59.999,241.52,False,0.0,129.66290039631707
74,buy,2018-02-21 08:44:59.999,222.08,False,0.5838567200842807,0
75,sell,2018-02-21 10:44:59.999,219.36,True,0.0,128.07481011768783
76,buy,2018-02-21 21:14:59.999,211.46,True,0.6056692051342468,0
77,sell,2018-02-21 21:44:59.999,208.09,True,0.0,126.03370489638543
78,buy,2018-02-21 21:59:59.999,209.18,True,0.6025131699798519,0
79,sell,2018-02-21 22:29:59.999,205.5,True,0.0,123.81645643085957
80,buy,2018-02-22 08:59:59.999,218.26,True,0.5672888134832749,0
81,sell,2018-02-22 09:14:59.999,215.21,True,0.0,122.08622554973559
82,buy,2018-02-22 17:29:59.999,198.5,True,0.6150439574293984,0
