,buy/sell,time,price,stop loss,ADA_balance,USDT_balance
0,buy,2018-04-17 10:49:59.999,0.25817,False,387.3416740907154,0
1,sell,2018-04-17 11:09:59.999,0.25535,True,0.0,98.90769647906419
2,buy,2018-04-17 12:14:59.999,0.25797,True,383.4077469436919,0
3,sell,2018-04-17 12:44:59.999,0.25508,True,0.0,97.79964809039691
4,buy,2018-04-17 14:19:59.999,0.25719,True,380.2622500501455,0
5,sell,2018-04-17 16:09:59.999,0.25791,False,0.0,98.07343691043302
6,buy,2018-04-17 20:39:59.999,0.256,False,383.09936293137895,0
7,sell,2018-04-17 21:54:59.999,0.25298,True,0.0,96.91647683438023
8,buy,2018-04-18 15:49:59.999,0.25174,True,384.9864019797419,0
9,sell,2018-04-18 17:59:59.999,0.24799,True,0.0,95.47277782695619
10,buy,2018-04-18 19:24:59.999,0.24991,True,382.0286416188075,0
11,sell,2018-04-18 23:09:59.999,0.2557,False,0.0,97.68472366192907
12,buy,2018-04-19 00:29:59.999,0.25975,False,376.0720833952996,0
13,sell,2018-04-19 02:04:59.999,0.26054,False,0.0,97.98182060781136
14,buy,2018-04-19 03:04:59.999,0.26538,False,369.21328136186355,0
15,sell,2018-04-19 08:14:59.999,0.26825,False,0.0,99.04146272531989
16,buy,2018-04-19 08:29:59.999,0.26758,False,370.13776338037184,0
17,sell,2018-04-19 09:09:59.999,0.26479,True,0.0,98.00877836548867
18,buy,2018-04-19 18:24:59.999,0.26949,True,363.6824311309832,0
19,sell,2018-04-19 19:39:59.999,0.27095,False,0.0,98.53975471493992
20,buy,2018-04-19 20:54:59.999,0.27206,False,362.1986132284787,0
21,sell,2018-04-19 22:49:59.999,0.26912,True,0.0,97.47489079204819
22,buy,2018-04-20 01:04:59.999,0.27005,True,360.95127121661983,0
23,sell,2018-04-20 01:44:59.999,0.27054,False,0.0,97.65175691494433
24,buy,2018-04-20 03:09:59.999,0.27121,False,360.05957344841386,0
25,sell,2018-04-20 05:34:59.999,0.2799,False,0.0,100.78067460821103
26,buy,2018-04-20 06:44:59.999,0.28014,False,359.7511051910153,0
27,sell,2018-04-20 07:09:59.999,0.27596,True,0.0,99.27691498851257
28,buy,2018-04-20 12:59:59.999,0.27738,True,357.909420248441,0
29,sell,2018-04-20 17:04:59.999,0.2864,False,0.0,102.5052579591535
30,buy,2018-04-20 19:04:59.999,0.28537,False,359.201240351661,0
31,sell,2018-04-21 00:29:59.999,0.29316,False,0.0,105.30343562149292
32,buy,2018-04-21 02:54:59.999,0.30067,False,350.22927336113656,0
33,sell,2018-04-21 04:09:59.999,0.29647,True,0.0,103.83247267337616
34,buy,2018-04-21 05:14:59.999,0.29348,True,353.79743993926724,0
35,sell,2018-04-21 06:49:59.999,0.29606,False,0.0,104.74527006841946
36,buy,2018-04-21 06:54:59.999,0.29686,False,352.8440007694518,0
37,sell,2018-04-21 11:14:59.999,0.29101,True,0.0,102.68113266391816
38,buy,2018-04-21 15:19:59.999,0.27633,True,371.58879840740474,0
39,sell,2018-04-21 16:24:59.999,0.27741,False,0.0,103.08244856619814
40,buy,2018-04-22 14:54:59.999,0.29439,False,350.1560805944432,0
41,sell,2018-04-22 15:14:59.999,0.2855,True,0.0,99.96956100971353
42,buy,2018-04-22 16:09:59.999,0.28851,True,346.50293234104026,0
43,sell,2018-04-22 18:49:59.999,0.29003,False,0.0,100.49624546687191
44,buy,2018-04-23 00:34:59.999,0.289,False,347.7378735877921,0
45,sell,2018-04-23 02:04:59.999,0.28481,True,0.0,99.03922377653906
46,buy,2018-04-23 11:39:59.999,0.28756,True,344.412379247945,0
47,sell,2018-04-23 12:24:59.999,0.28393,True,0.0,97.78900683986903
48,buy,2018-04-23 14:49:59.999,0.28684,True,340.918305814632,0
49,sell,2018-04-23 20:39:59.999,0.2838,True,0.0,96.75261519019256
50,buy,2018-04-23 23:54:59.999,0.28376,True,340.9663630892041,0
51,sell,2018-04-24 02:54:59.999,0.2867,False,0.0,97.75505629767481
52,buy,2018-04-24 06:39:59.999,0.29799,False,328.0481099958885,0
53,sell,2018-04-24 10:14:59.999,0.29501,True,0.0,96.77747292988707
54,buy,2018-04-24 11:14:59.999,0.29638,True,326.53172592579483,0
55,sell,2018-04-24 12:44:59.999,0.2973,False,0.0,97.07788211773881
56,buy,2018-04-24 18:49:59.999,0.31137,False,311.7766069876315,0
57,sell,2018-04-24 19:44:59.999,0.31142,False,0.0,97.0934709480882
58,buy,2018-04-24 22:14:59.999,0.31779,False,305.5271435479033,0
59,sell,2018-04-25 00:34:59.999,0.31428,True,0.0,96.02107067423505
60,buy,2018-04-25 09:44:59.999,0.28763,True,333.83538112935037,0
61,sell,2018-04-25 09:49:59.999,0.28804,False,0.0,96.15794318049808
62,buy,2018-04-25 19:14:59.999,0.27023,False,355.8374095418646,0
63,sell,2018-04-25 19:19:59.999,0.2673,True,0.0,95.1153395705404
64,buy,2018-04-25 21:14:59.999,0.27779,True,342.4001568470442,0
65,sell,2018-04-25 22:34:59.999,0.27481,True,0.0,94.0949871031362
66,buy,2018-04-25 23:29:59.999,0.27878,True,337.52416637899495,0
67,sell,2018-04-26 01:24:59.999,0.28171,False,0.0,95.08393291062667
68,buy,2018-04-26 08:34:59.999,0.27501,False,345.74718341379105,0
69,sell,2018-04-26 09:39:59.999,0.26997,True,0.0,93.34136710622117
70,buy,2018-04-26 10:29:59.999,0.273,True,341.90976961985774,0
71,sell,2018-04-26 11:39:59.999,0.26894,True,0.0,91.95321344156454
72,buy,2018-04-26 14:09:59.999,0.27174,True,338.3867426273811,0
73,sell,2018-04-26 17:04:59.999,0.27456,False,0.0,92.90746405577377
74,buy,2018-04-26 19:09:59.999,0.27573,False,336.95087243235696,0
75,sell,2018-04-27 03:24:59.999,0.29184,False,0.0,98.33574261065905
76,buy,2018-04-27 07:44:59.999,0.28818,False,341.23028180532674,0
77,sell,2018-04-27 10:59:59.999,0.28844,False,0.0,98.42446248392844
78,buy,2018-04-27 11:39:59.999,0.29028,False,339.06732287421954,0
79,sell,2018-04-27 12:34:59.999,0.2905,False,0.0,98.49905729496076
80,buy,2018-04-27 17:24:59.999,0.299,False,329.4282852674273,0
81,sell,2018-04-27 18:24:59.999,0.29595,True,0.0,97.49430102489511
82,buy,2018-04-28 03:59:59.999,0.28767,True,338.91021317792996,0
83,sell,2018-04-28 07:34:59.999,0.2979,False,0.0,100.96135250570534
84,buy,2018-04-28 10:09:59.999,0.3073,False,328.5432883361709,0
85,sell,2018-04-28 11:04:59.999,0.30798,False,0.0,101.18476194177391
86,buy,2018-04-28 11:34:59.999,0.30974,False,326.67644457213765,0
87,sell,2018-04-28 14:19:59.999,0.31284,False,0.0,102.19745891994755
88,buy,2018-04-28 16:14:59.999,0.33423,False,305.7698558476126,0
89,sell,2018-04-28 17:29:59.999,0.3388,False,0.0,103.59482716117114
90,buy,2018-04-28 18:29:59.999,0.33632,False,308.0245812356421,0
91,sell,2018-04-28 20:49:59.999,0.35399,False,0.0,109.03762151160494
92,buy,2018-04-28 21:59:59.999,0.35778,False,304.76164545699856,0
93,sell,2018-04-28 23:09:59.999,0.35416,True,0.0,107.93438435505061
94,buy,2018-04-29 04:14:59.999,0.377,True,286.29810173753475,0
95,sell,2018-04-29 05:29:59.999,0.3731,True,0.0,106.8178217582742
96,buy,2018-04-29 14:39:59.999,0.35011,True,305.0978885443838,0
97,sell,2018-04-29 18:49:59.999,0.3655,False,0.0,111.51327826297228
98,buy,2018-04-30 04:34:59.999,0.35799,False,311.4983051564912,0
99,sell,2018-04-30 05:29:59.999,0.3544,True,0.0,110.39499934746048
100,buy,2018-04-30 09:14:59.999,0.35167,True,313.9164539126468,0
101,sell,2018-04-30 09:24:59.999,0.34773,True,0.0,109.15816851904465
102,buy,2018-04-30 11:14:59.999,0.34348,True,317.8006536597317,0
