,buy/sell,time,price,stop loss,XRP_balance,USDT_balance
0,buy,2018-05-12 00:59:59.999,0.66754,False,149.8037570782275,0
1,sell,2018-05-12 08:59:59.999,0.64945,True,0.0,97.29005003445485
2,buy,2018-05-13 04:59:59.999,0.6791,True,143.26321607194058,0
3,sell,2018-05-13 07:59:59.999,0.66505,True,0.0,95.27720184864408
4,buy,2018-05-13 12:59:59.999,0.69,True,138.08290122991897,0
5,sell,2018-05-14 05:59:59.999,0.72144,False,0.0,99.61852826331274
6,buy,2018-05-14 15:59:59.999,0.71481,False,139.36364665199528,0
7,sell,2018-05-15 03:59:59.999,0.72865,False,0.0,101.54732113297636
8,buy,2018-05-15 11:59:59.999,0.736,False,137.9719037132831,0
9,sell,2018-05-15 17:59:59.999,0.70815,True,0.0,97.70480361456141
10,buy,2018-05-17 08:59:59.999,0.7011,True,139.3592976958514,0
11,sell,2018-05-17 10:59:59.999,0.68998,True,0.0,96.15512822418356
12,buy,2018-05-18 14:59:59.999,0.66875,True,143.78336930719038,0
13,sell,2018-05-18 17:59:59.999,0.6567,True,0.0,94.42253862403192
14,buy,2018-05-19 06:59:59.999,0.67402,True,140.08863034336062,0
15,sell,2018-05-19 10:59:59.999,0.66309,True,0.0,92.89136989437898
16,buy,2018-05-19 20:59:59.999,0.67451,True,137.7168164954989,0
17,sell,2018-05-21 03:59:59.999,0.69512,False,0.0,95.72971348235119
18,buy,2018-05-24 15:59:59.999,0.61765,False,154.99022663701317,0
19,sell,2018-05-24 16:59:59.999,0.60922,True,0.0,94.42314587180115
20,buy,2018-05-26 06:59:59.999,0.60288,True,156.62013314722856,0
21,sell,2018-05-27 00:59:59.999,0.61533,False,0.0,96.37306652948415
22,buy,2018-05-27 14:59:59.999,0.60729,False,158.69364970522182,0
23,sell,2018-05-27 16:59:59.999,0.60109,True,0.0,95.38916590131178
24,buy,2018-05-31 23:59:59.999,0.61449,True,155.23306465737733,0
25,sell,2018-06-01 01:59:59.999,0.60644,True,0.0,94.1395397308199
26,buy,2018-06-05 14:59:59.999,0.662,True,142.20474279580046,0
27,sell,2018-06-05 16:59:59.999,0.65454,True,0.0,93.07869234956323
28,buy,2018-06-05 17:59:59.999,0.65738,True,141.59039269458034,0
29,sell,2018-06-06 00:59:59.999,0.67027,False,0.0,94.90379251139638
30,buy,2018-06-07 08:59:59.999,0.67762,False,140.05459182343552,0
