,buy/sell,time,price,stop loss,XRP_balance,USDT_balance
0,buy,2018-05-05 03:44:59.999,0.90391,False,110.6304831233198,0
1,sell,2018-05-05 04:14:59.999,0.8947,True,0.0,98.98109325043424
2,buy,2018-05-05 06:44:59.999,0.90193,True,109.74365333277997,0
3,sell,2018-05-05 10:29:59.999,0.90214,False,0.0,99.00413941763414
4,buy,2018-05-05 17:14:59.999,0.91005,False,108.78978014134843,0
5,sell,2018-05-05 23:29:59.999,0.89808,True,0.0,97.7019257493422
6,buy,2018-05-06 03:29:59.999,0.90539,True,107.91142573845767,0
7,sell,2018-05-06 06:14:59.999,0.90876,False,0.0,98.0655872540808
8,buy,2018-05-06 14:14:59.999,0.8642,False,113.47556960666606,0
9,sell,2018-05-06 14:44:59.999,0.86643,False,0.0,98.31863777430368
10,buy,2018-05-07 02:44:59.999,0.8649,False,113.6763068265738,0
11,sell,2018-05-07 03:59:59.999,0.844,True,0.0,95.94280296162829
12,buy,2018-05-07 14:59:59.999,0.82,True,117.00341824588817,0
13,sell,2018-05-07 17:14:59.999,0.80292,True,0.0,93.94438457798853
14,buy,2018-05-07 22:59:59.999,0.83311,True,112.76348210679085,0
15,sell,2018-05-08 01:44:59.999,0.8221,True,0.0,92.70285863999275
16,buy,2018-05-08 04:59:59.999,0.83958,True,110.41575387692984,0
17,sell,2018-05-08 08:59:59.999,0.8311,True,0.0,91.76653304711638
18,buy,2018-05-08 17:59:59.999,0.80667,True,113.75969485305811,0
19,sell,2018-05-08 21:14:59.999,0.79562,True,0.0,90.50948841899009
20,buy,2018-05-09 10:44:59.999,0.7716,True,117.30104771771656,0
21,sell,2018-05-09 18:14:59.999,0.7975,False,0.0,93.54758555487895
22,buy,2018-05-09 19:14:59.999,0.80099,False,116.78995437505955,0
23,sell,2018-05-10 05:14:59.999,0.791,True,0.0,92.38085391067212
24,buy,2018-05-10 07:44:59.999,0.79788,True,115.78289205227868,0
25,sell,2018-05-10 17:44:59.999,0.79844,False,0.0,92.44569233022139
26,buy,2018-05-11 06:14:59.999,0.74224,False,124.54959626296264,0
27,sell,2018-05-11 09:44:59.999,0.7316,True,0.0,91.12048462598347
28,buy,2018-05-11 18:59:59.999,0.68629,True,132.77256644564758,0
29,sell,2018-05-11 23:14:59.999,0.69371,False,0.0,92.10565706901019
30,buy,2018-05-11 23:29:59.999,0.695,False,132.52612527915136,0
