,buy/sell,time,price,stop loss,ADA_balance,USDT_balance
0,buy,2018-04-17 08:06:59.999,0.26984,False,370.58997924696115,0
1,sell,2018-04-17 08:32:59.999,0.267,True,0.0,98.94752445893863
2,buy,2018-04-17 10:08:59.999,0.25786,True,383.7257599431422,0
3,sell,2018-04-17 10:50:59.999,0.2581,False,0.0,99.03961864132499
4,buy,2018-04-17 12:27:59.999,0.25655,False,386.0441186564997,0
5,sell,2018-04-17 12:43:59.999,0.2571,False,0.0,99.25194290658607
6,buy,2018-04-17 14:13:59.999,0.25749,False,385.45940776956803,0
7,sell,2018-04-17 15:09:59.999,0.26181,False,0.0,100.9171275481506
8,buy,2018-04-17 16:22:59.999,0.25901,False,389.62637561542255,0
9,sell,2018-04-17 17:04:59.999,0.25598,True,0.0,99.73655963003586
10,buy,2018-04-17 17:41:59.999,0.25664,True,388.624375117035,0
11,sell,2018-04-17 18:03:59.999,0.254,True,0.0,98.7105912797269
12,buy,2018-04-17 23:58:59.999,0.25396,True,388.68558544545164,0
13,sell,2018-04-18 01:01:59.999,0.2513,True,0.0,97.676687622442
14,buy,2018-04-18 03:18:59.999,0.2483,True,393.3817463650504,0
15,sell,2018-04-18 04:11:59.999,0.2494,False,0.0,98.10940754344357
16,buy,2018-04-18 08:14:59.999,0.24653,False,397.9613334825115,0
17,sell,2018-04-18 09:42:59.999,0.24402,True,0.0,97.11052459640246
18,buy,2018-04-18 12:05:59.999,0.252,True,385.35922458889866,0
19,sell,2018-04-18 12:18:59.999,0.24946,True,0.0,96.13171216594665
20,buy,2018-04-18 17:20:59.999,0.25364,True,379.00848512043314,0
21,sell,2018-04-18 17:58:59.999,0.25001,True,0.0,94.75591136495949
22,buy,2018-04-18 21:38:59.999,0.25326,True,374.1447973030068,0
23,sell,2018-04-18 22:47:59.999,0.25568,False,0.0,95.66134177443278
24,buy,2018-04-18 23:21:59.999,0.25869,False,369.7914174279361,0
25,sell,2018-04-19 00:36:59.999,0.2589,False,0.0,95.73899797209266
26,buy,2018-04-19 01:13:59.999,0.261,False,366.81608418426305,0
27,sell,2018-04-19 01:37:59.999,0.2611,False,0.0,95.77567958051108
28,buy,2018-04-19 04:47:59.999,0.27485,False,348.46527044028045,0
29,sell,2018-04-19 04:48:59.999,0.27192,True,0.0,94.75467633812106
30,buy,2018-04-19 04:53:59.999,0.2713,True,349.261615695249,0
31,sell,2018-04-19 06:19:59.999,0.26853,True,0.0,93.78722166264522
32,buy,2018-04-19 06:28:59.999,0.26975,True,347.6820080172205,0
33,sell,2018-04-19 06:56:59.999,0.27137,False,0.0,94.35046651563312
34,buy,2018-04-19 09:35:59.999,0.2662,False,354.43450982581936,0
35,sell,2018-04-19 10:50:59.999,0.26351,True,0.0,93.39703768420166
36,buy,2018-04-19 11:18:59.999,0.2609,True,357.98021343120604,0
37,sell,2018-04-19 12:04:59.999,0.26125,False,0.0,93.52233075890257
38,buy,2018-04-19 17:00:59.999,0.27142,False,344.5668364855301,0
39,sell,2018-04-19 17:08:59.999,0.267,True,0.0,91.99934534163654
40,buy,2018-04-20 00:24:59.999,0.2699,True,340.8645622142888,0
41,sell,2018-04-20 00:42:59.999,0.26999,False,0.0,92.03002315223584
42,buy,2018-04-20 03:39:59.999,0.27732,False,331.8549803556752,0
